label	source_table	source_column	usage_count
AT&T, Verizon, Sprint, TIMO, Telstra, Vodafone	config_option	description	1
ATEX Battery	config_option	description	1
ATEX Standard Battery	config_option	description	1
AUDIO / VOICE / BLUETOOTH / std capacity battery / No IST�/ No RFID Tag / MIC	config_option	description	1
AZERTY	config_option	description	1
AZERTY (French)	config_option	description	1
Accelerometer and Digital Compass Only (No Proximity)	config_option	description	1
Accelerometer, Gryroscope and Digital Compass only (No Proximity)	config_option	description	1
Accelerometer, Gyro	config_option	description	1
Accelerometer, Gyro, Vibration Feedback	config_option	description	1
Accelerometer, Gyro, Vibration Feedback, Magnetometer, Proximity Sensor	config_option	description	1
Adapter only - no cord	config_option	description	1
Advanced MV Toolset	config_option	description	1
Advanced label and receipt printer	config_option	description	1
All Tech - RFID/Video/M-Loc/WiFi	config_option	description	1
All other countries (For 2MB Radio)	config_option	description	1
Alpha Primary	config_option	description	1
Alpha Primary Bezel-less	config_option	description	1
Alpha and Numeric Primary Wide	config_option	description	1
Alpine White	config_option	description	1
Americas LTE with  802.11ac	config_option	description	1
Americas, Canada Multi Operator, HSPE, LTE, /CDMA	config_option	description	1
Andriod 7.x GMS with Mx	config_option	description	1
Andriod 7.x with Mx	config_option	description	1
Andriod GMS with eSIM Support	config_option	description	1
Android	config_option	description	1
Android  AOSP	config_option	description	1
Android  GMS	config_option	description	1
Android (version not stated or tracked)	config_option	description	1
Android 10.x AOSP with MX	config_option	description	1
Android 10.x GMS with MX	config_option	description	1
Android 11 AOSP	config_option	description	1
Android 2.3 (Gingerbread)	config_option	description	1
Android 2.3 GB	config_option	description	1
Android 4.1 JB	config_option	description	1
Android 4.1.1 (Jellybean)	config_option	description	1
Android 4.4 KK	config_option	description	1
Android 4.4.2 Kit Kat	config_option	description	1
Android 6.0.1	config_option	description	1
Android 8.x AOSP with MX	config_option	description	1
Android 8.x GMS with MX	config_option	description	1
Android AOSP	config_option	description	1
Android AOSP (Dedicated China SKUs Only)	config_option	description	1
Android AOSP (Non-GMS)	config_option	description	1
Android AOSP (Non-GMS); MDNA Enterprise	config_option	description	1
Android AOSP China Only	config_option	description	1
Android GMS	config_option	description	1
Android GMS with Mx, or Android AOSP with Mx (select China-only configurations)	config_option	description	1
Android GMS; MDNA Enterprise	config_option	description	1
Android GMS; MDNA Professional	config_option	description	1
Android ICS 4.0	config_option	description	1
Android JB with Mx	config_option	description	1
Android Jelly Bean 4.1	config_option	description	1
Android Jelly Bean w/ GMS	config_option	description	1
Android Jelly Bean w/o GMS	config_option	description	1
Android Kit Kat	config_option	description	1
Android Kit Kat w/ GMS	config_option	description	1
Android Kit Kat w/o GMS	config_option	description	1
Android L	config_option	description	1
Android Lollipop 5.1	config_option	description	1
Android Lollipop Non-GMS	config_option	description	1
Android Lollipop version 5.1.X with MX	config_option	description	1
Android Lollipop-GMS	config_option	description	1
Android Non-GMS	config_option	description	1
Android Non-GMS (China Only)	config_option	description	1
Android Nougat 7.1	config_option	description	1
Android O GMS	config_option	description	1
Android Strongbox supported - Secure Element	config_option	description	1
Android only: ROW 802.11ac	config_option	description	1
Android only: US, CAN and PR 802.11ac	config_option	description	1
Android with Mx	config_option	description	1
Android-GMS	config_option	description	1
Arctic (-30C) with Extreme Duty Heated Display	config_option	description	1
Area Scan	config_option	description	1
Argentina	config_option	description	1
Argentina (AR)	config_option	description	1
Argetina	config_option	description	1
Asia Bundle (EU, UK, AU, JP)	config_option	description	1
Asia Pacific Only	config_option	description	1
Asian Bundle UK/AU/JP/EU	config_option	description	1
Audio (CE Pro OS only)	config_option	description	1
Audio (CE Pro only)	config_option	description	1
Audio / Voice / Bluetooth  / IST / RFID Tag	config_option	description	1
Audio / Voice / Bluetooth / No IST / No RFID Tag	config_option	description	1
Audio Option	config_option	description	1
Audio and Bluetooth Support	config_option	description	1
Audio/BT/Camera	config_option	description	1
Audio/Bluetooth	config_option	description	1
Audio/Camera	config_option	description	1
Audio/Voice/Bluetooth	config_option	description	1
Audio/Voice/Bluetooth (WM OS)	config_option	description	1
Australia	config_option	description	1
Australia / New Zealand Power	config_option	description	1
Australia New Zealand power	config_option	description	1
Australia Power	config_option	description	1
Australia, New Zealand	config_option	description	1
Auto Focus	config_option	description	1
Auto Focus Ethernet & Serial	config_option	description	1
Auto Focus USB	config_option	description	1
Auto Switch-Off	config_option	description	1
Azerty	config_option	description	1
B14 WWAN	config_option	description	1
B14 WWAN W/GPS	config_option	description	1
BLE Battery included	config_option	description	1
BLE Bluetooth Beacon Battery	config_option	description	1
BLE Enabled Battery	config_option	description	1
Back of Hand	config_option	description	1
Back of Hand, No Top Trigger	config_option	description	1
Back of hand RFID	config_option	description	1
Back of hand scan	config_option	description	1
Bartec V0	config_option	description	1
Bartec V1	config_option	description	1
Base (No Sensors)	config_option	description	1
Base (No Sensors/No Camera)	config_option	description	1
Base Model No Warm Battery Swap, no Wireless Power Charging	config_option	description	1
Base Station	config_option	description	1
Base Station + Mini Controller	config_option	description	1
Base, no Rear button, w/ Rugged I/O Conn, No NFC, No Warm Swap	config_option	description	1
Basic	config_option	description	1
Basic (WAN, Bluetooth, GPS)	config_option	description	1
Basic Battery RFC FFC	config_option	description	1
Basic Battery RFC No FFC	config_option	description	1
Basic Battery, RFC, FFC	config_option	description	1
Basic Battery, RFC, No FFC	config_option	description	1
Basic Battery; FFC	config_option	description	1
Basic Battery; No FFC	config_option	description	1
Basic IO (2 USB, 2 RS232, Speaker/Mic)	config_option	description	1
Basic IO plus CAN-Bus	config_option	description	1
Basic IO plus Ethernet	config_option	description	1
Batch	config_option	description	1
Batch (512 MB flash)	config_option	description	1
Batch (512 MB flash) + Bluetooth, Class 2, Version 2.1 + Enhanced Data Rate (EDR)	config_option	description	1
Batch (No touch panel, Limited audio support � includes speaker, no audio jack, no microphone, no receiver, and can only play Wav file)	config_option	description	1
Batch with Bluetooth (Limited audio support � includes speaker, no audio jack, no microphone, no receiver, and can only play Wav file)	config_option	description	1
Batch/RoHs	config_option	description	1
Battery & AC	config_option	description	1
Battery & DC	config_option	description	1
Battery only	config_option	description	1
Belgium	config_option	description	1
Bell Mobility	config_option	description	1
Belt Clip	config_option	description	1
Belt clip	config_option	description	1
Blank Back Cover	config_option	description	1
Blank Back Door	config_option	description	1
Blank Column For Future Use	config_option	description	1
Blockbuster (SE4500)	config_option	description	1
Blockbuster 2D Imager	config_option	description	1
Blockbuster 2D Imager DL	config_option	description	1
Blockbuster 2D Imager DL and 8MP Camera	config_option	description	1
Blockbuster 2D Imager DPM and 8MP Camera	config_option	description	1
Blockbuster 2D Imager and 3.2MP Camera	config_option	description	1
Blockbuster 2D Imager and 8MP Camera	config_option	description	1
Blue	config_option	description	1
Blue Bandpass	config_option	description	1
Blue Bandpass w/polarizer	config_option	description	1
BlueTooth	config_option	description	1
BlueTooth and WLAN 802.11b	config_option	description	1
Bluetooth (CE OS)	config_option	description	1
Bluetooth (cordless) or None (corded)	config_option	description	1
Bluetooth 4.0	config_option	description	1
Bluetooth 4.0 & BTLE	config_option	description	1
Bluetooth 4.0 (does not include RTC or IoT sensors)	config_option	description	1
Bluetooth 4.1	config_option	description	1
Bluetooth 4.2	config_option	description	1
Bluetooth 4.x	config_option	description	1
Bluetooth 4.x & BTLE	config_option	description	1
Bluetooth 5.2	config_option	description	1
Bluetooth Beacon- 4150 mAh- with NFC	config_option	description	1
Bluetooth Radio	config_option	description	1
Bluetooth Radio (CE Pro OS only)	config_option	description	1
Bluetooth Radio (CE Pro only)	config_option	description	1
Bluetooth and FIPS	config_option	description	1
Bluetooth/Batch	config_option	description	1
Bluetooth/Batch/802.11 a/b/g	config_option	description	1
Both Front and Rear Camera	config_option	description	1
Brazil	config_option	description	1
Brazil (BR)	config_option	description	1
Brazil (Req'd for WWAN Only)	config_option	description	1
Brazil ONLY	config_option	description	1
Brazil Only	config_option	description	1
Brazil Power, No Cord	config_option	description	1
Brazil TC75	config_option	description	1
Brazil Unique Battery Label	config_option	description	1
Brazilian Portuguese	config_option	description	1
Brick	config_option	description	1
Brick Straight Shooter	config_option	description	1
Built-In Horn	config_option	description	1
Built-In Light Stack	config_option	description	1
Built-In Siren	config_option	description	1
C-Mount	config_option	description	1
C-mount	config_option	description	1
C1D2	config_option	description	1
C1D2 For US & Canada Only	config_option	description	1
CAC	config_option	description	1
CBA-K01-S07PAR	config_option	description	1
CBA-M01-S07ZAR	config_option	description	1
CBA-R01-S07PAR	config_option	description	1
CBA-R01-S09FAR	config_option	description	1
CBA-R02-C09PAR RS232 Cable:STD-DB9 Female, TxD on 2, 9ft. Coiled	config_option	description	1
CBA-S01-S07ZAR	config_option	description	1
CBA-S03-C09ZAR	config_option	description	1
CBA-S05-S09EAR	config_option	description	1
CBA-U01-S07ZAR	config_option	description	1
CBA-U01-S07ZAR USB Cable: Series A Connector, 7ft. Straight	config_option	description	1
CBA-U03-S07ZAR	config_option	description	1
CCD Camera (Digital)	config_option	description	1
CDMA	config_option	description	1
CDMA Sprint	config_option	description	1
CDMA Verizon	config_option	description	1
CDMA-EVDO Rev A	config_option	description	1
CDMA/EVDO	config_option	description	1
CDMA/EVDO Rev A - Sprint (US)	config_option	description	1
CDMA/EVDO Rev A - Verizon (US)	config_option	description	1
CDMA/EVDO-Alltel (US)	config_option	description	1
CDMA/EVDO-Bell Mobility (Canada)	config_option	description	1
CDMA/EVDO-Sprint (US)	config_option	description	1
CDMA/EVDO-Telecom (Korea)	config_option	description	1
CDMA/EVDO-Telus (Canada)	config_option	description	1
CDMA/EVDO-Verizon (US)	config_option	description	1
CDMA/EVDO/REV 0-Alltel (US)	config_option	description	1
CDMA/EVDO/REV 0-Bell Mobility (Canada)	config_option	description	1
CDMA/EVDO/REV 0-Sprint (US)	config_option	description	1
CDMA/EVDO/REV 0-Telecom (Korea)	config_option	description	1
CDMA/EVDO/REV 0-Telus (Canada)	config_option	description	1
CDMA/EVDO/REV 0-Telus (New Zealand)	config_option	description	1
CDMA/EVDO/REV 0-Verizon (US)	config_option	description	1
CDMA: Sprint	config_option	description	1
CDMA: Verizon	config_option	description	1
CDRH Class lla (Domestic), IEC Class I (International)	config_option	description	1
CE 5.0	config_option	description	1
CE 5.0 Core with 32MB Flash/RAM	config_option	description	1
CE 5.0 Core with 32MB RAM / 64MB Flash	config_option	description	1
CE 5.0 Core with 64MB Flash / 32MB RAM	config_option	description	1
CE 5.0 Core with 64MB RAM / 64MB Flash	config_option	description	1
CE 5.0 Pro with 128MB RAM / 64MB Flash	config_option	description	1
CE 5.0 Pro with 64MB Flash / 128MB RAM	config_option	description	1
CE 5.0 Pro with 64MB Flash / 64MB RAM	config_option	description	1
CE 5.0 Pro with 64MB RAM / 64MB Flash	config_option	description	1
CE 5.0 with prelicensed MCL Client	config_option	description	1
CE 6.0 Core	config_option	description	1
CE 6.0 Premium	config_option	description	1
CE 6.0 Pro	config_option	description	1
CE Core 4.2 (312MHz processor, 32MB/64MB Flash/RAM)	config_option	description	1
CE Pro 5.0	config_option	description	1
CE Pro 5.0 (520MHz processor, 64MB/128MB Flash/RAM)	config_option	description	1
CE Pro 5.0 (520MHz processor, 64MB/64MB Flash/RAM)	config_option	description	1
CE.Net	config_option	description	1
CFast 16 GB	config_option	description	1
CFast 32 GB	config_option	description	1
CFast 4 GB	config_option	description	1
CFast 64 GB	config_option	description	1
CFast 8 GB	config_option	description	1
CHINA	config_option	description	1
CLASS II	config_option	description	1
CSE-600 (Positron)	config_option	description	1
CTDI(Made in India)	config_option	description	1
CUSTOM SMARTLENS	config_option	description	1
Cable Ready	config_option	description	1
Camera & LAN 802.11 b/g (WAN, Bluetooth, GPS)	config_option	description	1
Camera (WAN, Bluetooth, GPS)	config_option	description	1
Camera Vison	config_option	description	1
Camera in place of scan engine	config_option	description	1
Canada/Mexico	config_option	description	1
Canadian Version	config_option	description	1
Capacitive	config_option	description	1
Cash Register	config_option	description	1
Cash Register White	config_option	description	1
Cash Register White, EAS, No Plural Stage Application	config_option	description	1
Cash Register White, No EAS, No Plural Stage Application	config_option	description	1
Cash Register White, No EAS, Plural Stage Application	config_option	description	1
Cash Register White, PDF Version	config_option	description	1
Ceiling mount Antenna Assembly	config_option	description	1
Certified parcel dimensioning - Australia only (NMI certification)	config_option	description	1
Certified parcel dimensioning - Canada only (Measurement Canada certification)	config_option	description	1
Certified parcel dimensioning - EU/EFTA only (OIML certification)	config_option	description	1
Certified parcel dimensioning - NN (OIML certification- use for UK)	config_option	description	1
Certified parcel dimensioning - US only (NTEP certification)	config_option	description	1
Channel SKU	config_option	description	1
Checkpoint	config_option	description	1
Checkpoint Antenna	config_option	description	1
Checkpoint EAS	config_option	description	1
Checkpoint EAS and Integrated RFID – Australia	config_option	description	1
Checkpoint EAS and Integrated RFID – Brazil (902 - 907.5Mhz, 915 - 928Mhz)	config_option	description	1
Checkpoint EAS and Integrated RFID – China (920.5 – 924.5 MHz)	config_option	description	1
Checkpoint EAS and Integrated RFID – EU (865.6 - 867.6 Mhz)	config_option	description	1
Checkpoint EAS and Integrated RFID – Hong Kong and Singapore (920-925 MHz)	config_option	description	1
Checkpoint EAS and Integrated RFID – New Zealand	config_option	description	1
Checkpoint EAS and Integrated RFID – US (902 - 928 Mhz)	config_option	description	1
Checkpoint EAS model VII supported	config_option	description	1
Checkpoint EAS, No RFID module	config_option	description	1
Checkpoint EAS, RFID module	config_option	description	1
Checkpoint Interlock	config_option	description	1
Chiller (Condensation Resistant) with Extreme Duty display	config_option	description	1
China	config_option	description	1
China ( 802.11 and Bluetooth radios disabled)	config_option	description	1
China (CN)	config_option	description	1
China (WWAN / WLAN)	config_option	description	1
China + Japan 5G / LTE GPS Data Only + Wi-Fi 6E: 802.a/b/g/n/ac/d/h/i/r/k/v/w/mc/ax BT 5.3 NFC	config_option	description	1
China Network Access License Label	config_option	description	1
China ONLY	config_option	description	1
China Only	config_option	description	1
China Power	config_option	description	1
China TC75	config_option	description	1
China UHF RFID Module	config_option	description	1
China Version	config_option	description	1
China Walmart Custom	config_option	description	1
China power	config_option	description	1
China region	config_option	description	1
China with 3600 mAh (Standard 1.5X battery)	config_option	description	1
China, No NFC	config_option	description	1
China, Suning-only	config_option	description	1
China/Japan	config_option	description	1
Chinese	config_option	description	1
Chinese Simplified	config_option	description	1
Chinese Traditional	config_option	description	1
Chinese simplified	config_option	description	1
Circular Polarized Antenna	config_option	description	1
Class 1	config_option	description	1
Class 2	config_option	description	1
Class 2 Laser	config_option	description	1
Class 2 laser	config_option	description	1
Class II (Domestic/Euro)	config_option	description	1
Class1, Div2	config_option	description	1
Clear Bi-fold Media Side Door & 3-inch Media Supply Spindle	config_option	description	1
Clear Bi-fold Media Side Door & Media Hanger	config_option	description	1
Clear Media Side Door & 3-inch Media Supply Spindle	config_option	description	1
Clear Media Side Door & Media Hanger	config_option	description	1
Clip Mount	config_option	description	1
Cold Storage	config_option	description	1
Color 3 inch Diagonal (320 x 320 pixels) w/ Touch (CE Pro OS only)	config_option	description	1
Color 3.7� Diagonal (640 x 480 pixels) w/ Touch	config_option	description	1
Color 3.8 Diagonal (320 x 240 pixels) w/ Touch	config_option	description	1
Color 3.8� Diagonal (320 x 240 pixels) w/ Touch	config_option	description	1
Color 3? Diagonal (320 x 320 pixels) w/ Touch (CE Pro only)	config_option	description	1
"Color 4"" Diagonal WVGA (800 Vertical x 480 Horizontal) w/ PCAP"	config_option	description	1
Color Camera	config_option	description	1
Color Camera Landscape	config_option	description	1
Color Camera Landscape with CV compute	config_option	description	1
Color Camera Portrait	config_option	description	1
Color Camera, Checkpoint EAS	config_option	description	1
Color Camera, Gorilla Glass	config_option	description	1
Color Camera, Gorilla Glass, Checkpoint EAS	config_option	description	1
Color Camera, Gorilla Glass, Sensormatic EAS	config_option	description	1
Color Camera; Checkpoint EAS	config_option	description	1
Color Camera; Sensormatic EAS	config_option	description	1
Color QVGA	config_option	description	1
Color QVGA Display	config_option	description	1
Color Sensor	config_option	description	1
Color Touch (Discontinued)	config_option	description	1
Color Touch (Standard)	config_option	description	1
Color Touch User Interface ( ZD621 ONLY)	config_option	description	1
Color VGA	config_option	description	1
Color VGA Display	config_option	description	1
Color, 1/4 VGA	config_option	description	1
Color, VGA	config_option	description	1
Color, � VGA	config_option	description	1
Compact Flash Slot available	config_option	description	1
Companion KB English _ United Kingdom	config_option	description	1
Companion KB English _ United Kingdom_ 3 Year Warranty	config_option	description	1
Companion KB English _ United States	config_option	description	1
Companion KB English _ United States_3 Year Warranty	config_option	description	1
Companion KB French	config_option	description	1
Companion KB French_ 3 Year Warranty	config_option	description	1
Companion KB German	config_option	description	1
Companion KB German_ 3 Year Warranty	config_option	description	1
Companion KB Spanish	config_option	description	1
Companion KB Spanish_ 3 Year Warranty	config_option	description	1
Companion Keyboard English - United Kingdom	config_option	description	1
Companion Keyboard English - United States	config_option	description	1
Companion Keyboard French	config_option	description	1
Companion Keyboard German	config_option	description	1
Companion Keyboard Spanish	config_option	description	1
Condensation Resistant	config_option	description	1
Condensation Resistant / AUDIO / VOICE / BLUETOOTH / std capacity battery / No IST�/ No RFID Tag	config_option	description	1
Condensation Resistant / Audio / Voice / Bluetooth / IST / RFID Tag	config_option	description	1
Condensation Resistant w/ Audio/Voice/Bluetooth	config_option	description	1
Condensation Resistant w/ Audio/Voice/Bluetooth (WM OS)	config_option	description	1
Condensation Resistant w/ Bluetooth (CE OS)	config_option	description	1
Configuration Center	config_option	description	1
Connectivity Gateway Leader	config_option	description	1
Contact-less (RFID)	config_option	description	1
Corded	config_option	description	1
Corded (to WT4X only)	config_option	description	1
Corded - Extended Range Focus	config_option	description	1
Corded - High Density Focus	config_option	description	1
Corded - Standard Range Focus	config_option	description	1
Corded to WT41N0	config_option	description	1
Corded to WT6000	config_option	description	1
Cordless (BT and Inductive Charging)	config_option	description	1
Cordless - High Density Focus	config_option	description	1
Cordless - High Density Focus with Direct Part Marking (DPM) Capability	config_option	description	1
Cordless - Standard Range Focus	config_option	description	1
Cordless with Extended capacity battery	config_option	description	1
Cordless with Standard capacity battery	config_option	description	1
Core I5 16 GB	config_option	description	1
Core I5 8 GB	config_option	description	1
Core I5 VPro 16 GB	config_option	description	1
Core I7 VPro 16 GB	config_option	description	1
Core i5-1135G7, 16 GB RAM	config_option	description	1
Core i5-1135G7, 8 GB RAM	config_option	description	1
Core i5-1145G7 vPro, 16 GB RAM	config_option	description	1
Core i7-1185G7 vPro, 16 GB RAM	config_option	description	1
Corona	config_option	description	1
Cost Reduced Model: Remove NFC, Screen Protector	config_option	description	1
Custom Cable Options	config_option	description	1
Custom Configuration	config_option	description	1
Custom Configurations	config_option	description	1
Custom Product ROHS	config_option	description	1
Custom Products assigned	config_option	description	1
Custom SKU	config_option	description	1
Custom SKU (FedEx Ground)	config_option	description	1
Custom XX	config_option	description	1
Cutter	config_option	description	1
Cutter (ZD621 ONLY)*	config_option	description	1
Cutter with Catch Tray	config_option	description	1
DC	config_option	description	1
DL Focus Imager	config_option	description	1
DL Parsing	config_option	description	1
DL Parsing, Horizontal	config_option	description	1
DL Parsing, Vertical	config_option	description	1
DL Version Blockbuster 2D Imager-SE-4500DL	config_option	description	1
DL Version Blockbuster 2D Imager-SE-4500DL & 3.2MPCamera	config_option	description	1
DLC	config_option	description	1
DLP + Checkpoint	config_option	description	1
DPM	config_option	description	1
DPM (Lite) w/ Std 2D decoder	config_option	description	1
DPM (Lite) w/ Std 2D decoder + DL OCR	config_option	description	1
DPM SE4500HD	config_option	description	1
DPM w/ Fast 2D decoder	config_option	description	1
DPM w/ Fast 2D decoder + DL OCR	config_option	description	1
DSD Keypad (Direct Store Delivery)	config_option	description	1
DSD keypad	config_option	description	1
Data Only	config_option	description	1
Data Only (Turkey)	config_option	description	1
Default	config_option	description	1
Default (NOTE for Freq Range 435-451 MHz & 25KHz - 1 W, or Freq Range 450-470 MHz & 25KHz - 1 W combinations, must select option A or B)	config_option	description	1
Default (NOTE for Freq Range 435-451 MHz & 25KHz - 1 W, or Freq Range 450-470 MHz & 25KHz - 1 W combinations, must select option B or C)	config_option	description	1
Default, 512MB SDRAM/1GB Flash ROM	config_option	description	1
Diamond-like Glass	config_option	description	1
Diamond-like Glass and Checkpoint EAS	config_option	description	1
Diamond-like Glass and Sensormatic EAS	config_option	description	1
Digimarc	config_option	description	1
Digital Scanner	config_option	description	1
Direct Connect IBM Port 5B 7ft. Straight Cable: CBA-M04-S07ZAR	config_option	description	1
Direct Connect IBM Port 5B 7ft. Straight Cable: CBA-M05-C09ZAR	config_option	description	1
Direct Connect IBM Port 5B EAS 8ft. Straight Cable: 25-32471-20	config_option	description	1
Direct Connect IBM Port 9B 7ft. Straight Cable: 25-32753-20	config_option	description	1
Direct Connect IBM Port 9B 8.5ft. Coiled Cable: CBA-M02-C09ZAR	config_option	description	1
Direct Connect IBM Port EAS 8ft. Straight Cable: CBA-M03-S09EAR	config_option	description	1
Direct Part Mark	config_option	description	1
Direct Part Mark Imager	config_option	description	1
Direct Part Marking	config_option	description	1
Direct Parts Marking Imager	config_option	description	1
Direct Thermal	config_option	description	1
Direct Thermal (No Ribbon)	config_option	description	1
"Direct Thermal (No Ribbon)/Linered Platen, 0.75"" Media core size"	config_option	description	1
"Direct Thermal (No Ribbon)/Linered Platen, 1.375"" Media core size"	config_option	description	1
"Direct Thermal (No Ribbon)/Linerless Platen, 0.75"" Media core size"	config_option	description	1
"Direct Thermal (No Ribbon)/Linerless Platen, 1.375"" Media core size"	config_option	description	1
Direct Thermal/Linered Platen 0.75 Media core Size	config_option	description	1
Direct Thermal/Linered Platen, 1.375 Media core size	config_option	description	1
"Direct Thermal/Linered Platen, 1.375"" Media core size"	config_option	description	1
Direct Thermal/Linerless Platen 0_75 Media Core Size	config_option	description	1
Direct Thermal/Linerless Platen 1.375 Media Core Size	config_option	description	1
Direct Thermal/Linerless Platen, 0.75 Media core size	config_option	description	1
Disabled Features	config_option	description	1
Discrete GPS	config_option	description	1
Dispenser	config_option	description	1
Display with Touch Screen	config_option	description	1
Display without Touch Screen	config_option	description	1
Document Capture	config_option	description	1
Document Capture Black	config_option	description	1
Document Capture White	config_option	description	1
Domestic (110V) Wall Outlet Mount	config_option	description	1
Double Loop Hand strap with Stylus	config_option	description	1
Double Sided	config_option	description	1
Double Sided, No USB, No Top Trigger	config_option	description	1
Double Sided, No USB, Top Trigger	config_option	description	1
Double Sided, USB-C	config_option	description	1
Double Sided, USB-C, No Top Trigger	config_option	description	1
Double Sided, USB-C, Top Trigger	config_option	description	1
Double Sided, Vibrator	config_option	description	1
Double Sided, Vibrator, Top Trigger	config_option	description	1
Double tap	config_option	description	1
Driver License Parser	config_option	description	1
Drivers License Parsing	config_option	description	1
Driver�s License Parsing	config_option	description	1
Dual Ethernet (1 POE), Serial, USB, Industrial Protocols	config_option	description	1
Dual Interval Scale	config_option	description	1
Dual Interval with Calibration switch	config_option	description	1
Dual Physical SIM	config_option	description	1
Dual radio / 802.11AC + BT 4.1 (Includes IoT sensors)	config_option	description	1
Dual radio / 802.11ac + Bluetooth 4.0	config_option	description	1
Dual radio / 802.11ac + Bluetooth 4.1	config_option	description	1
Dual radio / 802.11ac + Bluetooth 5.x	config_option	description	1
Dual-WAN (Single SIM and e-SIM)	config_option	description	1
E3940 - Intel	config_option	description	1
EDGE GPRS	config_option	description	1
EDGE/GPRS	config_option	description	1
EDGE/GPRS � 850/900/1800/1900	config_option	description	1
EEA (European Economic Area) (WWAN and WLAN)	config_option	description	1
EMEA + APAC LTE with  802.11ac	config_option	description	1
EMEA 800MHz	config_option	description	1
EMEA 900MHz	config_option	description	1
EMEA DUAL BAND	config_option	description	1
EMEA only	config_option	description	1
EMEA region, South Africa, UAE, Saudi Arabia, Turkey	config_option	description	1
EMV Smartcard	config_option	description	1
ENGINEERING STANDARD	config_option	description	1
EP10 -  Standard	config_option	description	1
ET60 WLAN	config_option	description	1
ET65 WWAN	config_option	description	1
ETSI compliance	config_option	description	1
EU	config_option	description	1
EU 800MHz	config_option	description	1
EU 900MHz	config_option	description	1
EU Countries Only	config_option	description	1
EU countries	config_option	description	1
EU dual band	config_option	description	1
EU/UK	config_option	description	1
EU/UK/AUS/JP	config_option	description	1
EU/UK/AUS/JP (for standard), or AUS (for Wireless)	config_option	description	1
EU/UK/Australia/Japan	config_option	description	1
EVDO Rev A	config_option	description	1
EXTENDED RANGE	config_option	description	1
EXTENSION of Existing PTT PRO Base Service	config_option	description	1
Echo	config_option	description	1
"Eight inch (8.3"")"	config_option	description	1
"Eight inch (8.4"")"	config_option	description	1
Embedded Windows CE.NET 4.1	config_option	description	1
Enclosed Smart Card Reader (CAC)	config_option	description	1
Engineering Standard	config_option	description	1
English	config_option	description	1
English Audio Voice and Bluetooth Support	config_option	description	1
English Japanese (NotoMono scalable Square Gothic JMT scalable/16x16 and legacy 24x24)	config_option	description	1
English Language OS with Qwerty Keyboard	config_option	description	1
English Smpl Ch (Hans scalable and bitmap 24x24 16x16)	config_option	description	1
English Smpl China	config_option	description	1
English Thai (Angsana scal) & Vietnamese (SourceCodePro scal 16x16 Utah)	config_option	description	1
English Trdl Ch (NotoMono scal 16x16) Thai (Angsana scal) & Vietnamese (SourceCodePro scal 16x16 Utah)	config_option	description	1
English Trdl Ch (NotoMono scalable bitmap: 24x24 16x16) & Korean (NotoMono scalable)	config_option	description	1
English with English alphabet keypad	config_option	description	1
English, BIS Certified	config_option	description	1
English, Japanese (NotoMono scalable, Square Gothic JMT scalable/16x16, and legacy 24x24)	config_option	description	1
English, Simple Chinese (Hans scalable and bitmap 24x24, 16x16)	config_option	description	1
English, Traditional Chinese (NotoMono scal, 16x16), Thai (Angsana scal), & Vietnamese (SourceCodePro scal, 16x16 Utah)	config_option	description	1
English, Traditional Chinese (NotoMono scalable, bitmap: 24x24, 16x16) & Korean (NotoMono scalable)	config_option	description	1
English/Latin 9 Arabic Cyrillic & Hebrew	config_option	description	1
English/Latin9 Arabic Cyrillic & Hebrew	config_option	description	1
English/Latin9, Arabic, Crillic & Hebrew	config_option	description	1
Enterprise Hand Mount	config_option	description	1
Enterprise Hand Mount, Left Hand, Large	config_option	description	1
Enterprise Hand Mount, Left Hand, Medium	config_option	description	1
Enterprise Hand Mount, Left Hand, Small	config_option	description	1
Enterprise Hand Mount, No Soft Good	config_option	description	1
Enterprise Hand Mount, Right Hand, Large	config_option	description	1
Enterprise Hand Mount, Right Hand, Medium	config_option	description	1
Enterprise Hand Mount, Right Hand, Small	config_option	description	1
Essential  MV toolset + AD tool	config_option	description	1
Essential  MV toolset + DL OCR tool	config_option	description	1
Essential  MV toolset + DL OCR tool + AD tool	config_option	description	1
Ethernet (wired)	config_option	description	1
Ethernet RJ45 connector	config_option	description	1
Ethernet only	config_option	description	1
Ethernet w/ POE, Serial &  Industrial Protocols	config_option	description	1
Ethernet w/ POE, Serial, USB & Industrial Protocols	config_option	description	1
Ethernet, Serial, Industrial Protocols	config_option	description	1
Ethernet, Serial, USB, Industrial Protocols	config_option	description	1
Europe	config_option	description	1
Europe (220V) Wall Outlet Mount	config_option	description	1
Europe Only	config_option	description	1
Europe, EN 300-220 Specification	config_option	description	1
Europe, EN 302-208 Specification	config_option	description	1
European Economic Area	config_option	description	1
European Economic Area, RF800	config_option	description	1
European Economic Area- RF800	config_option	description	1
European Economic Union	config_option	description	1
European Power Supply (220VAC): KT-14001-002R	config_option	description	1
European Union	config_option	description	1
European Union ONLY	config_option	description	1
European Union Only	config_option	description	1
European Union Power	config_option	description	1
European Union power	config_option	description	1
European Union with US Power	config_option	description	1
European and UK (EU, UK)	config_option	description	1
European eco. Area	config_option	description	1
Existing Historical Locationing Feature EXTENSION	config_option	description	1
Existing RTP Port Service EXTENSION	config_option	description	1
Expansion connector located behind rear bezel	config_option	description	1
