value	source_table	source_column	usage_count
Bluetooth 4.0	config_option	description	1
Standard: 802.11, BT, NFC	config_option	description	1
USB, USB Host, Modular Connectivity Slot, 802.11, Bluetooth USA/Canada	config_option	description	1
Healthcare*	config_option	description	1
Vibration Motor + TAA Compliant	config_option	description	1
47 Key	config_option	description	1
ZQ521	config_option	description	1
Built-In Horn	config_option	description	1
(600 dpi)	config_option	description	1
SE4770 SR+ Front/Rear Camera	config_option	description	1
India Only (RFID)	config_option	description	1
USB-C 3.0- 2-Pin Rear I/O	config_option	description	1
White with Green LED Aimer	config_option	description	1
Reserved/Open/Future	config_option	description	1
SAW Filter by Region	config_option	description	1
Single Nano SIM + eSIM	config_option	description	1
ROW_ APAC- LATAM- EMEA  (WWAN and WLAN)	config_option	description	1
White Illumination with Green LED Aimer	config_option	description	1
900 MHz Frequencies + Japan License Station	config_option	description	1
Camera	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
ROW (EMEA, LATAM, APAC)	config_option	description	1
TBD	config_option	description	1
USB, USB Host, Ethernet, Serial, 802.11ac, Bluetooth 4 (Japan)	config_option	description	1
SE965 1D Laser + Front/Rear Camera	config_option	description	1
SE4720 Standard Range Imager (for select China SKUs)	config_option	description	1
9Port	config_option	description	1
CHINA	config_option	description	1
Suffix	config_position	attribute_label	1
USB, USB Host, Ethernet, Serial, 802.11ac, Bluetooth 4, RFID - UHF (Japan)	config_option	description	1
2D Imager - SE4850 Extended Range Imager	config_option	description	1
6GB / 64GB	config_option	description	1
Group "C" (China)	config_option	description	1
USB, USB Host, Ethernet, Serial, BTLE (Intended for Zebra Printer Setup Utility App)	config_option	description	1
802.11a/b/g/n/d/h/i/k/r/ac + NFC+ BT 5.1 + 2x2 MuMIMO  - SD660 + Vibe	config_option	description	1
EEA (European Economic Area) (WWAN and WLAN)	config_option	description	1
Unites States Only	config_option	description	1
Color Camera Portrait	config_option	description	1
Zebra Industrial Printer (Tabletop)	config_option	description	1
DLP + Checkpoint	config_option	description	1
All-Touch TE Pre-load	config_position	attribute_label	1
2D Imager - SE4750-DP DPM Imager	config_option	description	1
Turkey	config_option	description	1
3Port	config_option	description	1
Brazil	config_option	description	1
Sri Lanka	config_option	description	1
Bluetooth and FIPS	config_option	description	1
China (WWAN / WLAN)	config_option	description	1
Standard Range with Toshiba Tec	config_option	description	1
WT5400	config_option	description	1
Linered	config_option	description	1
Color 4" Diagonal WVGA (800 Vertical x 480 Horizontal) w/ PCAP	config_option	description	1
FIPS/TAA	config_option	description	1
Double Sided, USB-C	config_option	description	1
Advanced label and receipt printer	config_option	description	1
Wireless Radio	config_position	attribute_label	1
Group "C" (China - ZR Model)	config_option	description	1
Condensation Resistant	config_option	description	1
White with Green LED Aimer and Magnetic Foot	config_option	description	1
SE4710	config_option	description	1
No back connector	config_option	description	1
Wireless Radio Option	config_position	attribute_label	1
Non Incendive Class 1 Div 2	config_option	description	1
SE55 Advanced Range Imager	config_option	description	1
ZD220	config_option	description	1
ZT6206	config_option	description	1
802.11 a/b/g/n/ac MU-MIMO	config_option	description	1
Battery Options	config_position	attribute_label	1
UHF RFID Antenna	config_position	attribute_label	1
One Physical SIM	config_option	description	1
Standard (Gray) Exterior	config_option	description	1
Group "A" (ID/TW/KR/MY/AU/NZ/LK/IN)	config_option	description	1
Wrist	config_option	description	1
Healthcare FFC & Rcam, Rear Button, NFC, Warm Swap Connector	config_option	description	1
Basic	config_option	description	1
Group "L" (Argentina/Brazil/Chile/Columbia/CostaRica/ElSalvador/Guatemala/ Honduras/Mexico/Nicaragua/Peru/Uruguay/Venezuela)	config_option	description	1
Bluetooth 4.0 (does not include RTC or IoT sensors)	config_option	description	1
SE4710 SR MPI + No Front Cam/ No Rear Cam	config_option	description	1
Single Interval with Calibration switch	config_option	description	1
Group "E" (EU/EFTA/RU/IL/EG/TR/UA/KZ/ZA)	config_option	description	1
4-inch	config_option	description	1
ROW:  APAC, LATAM, EMEA Excluding EEA & NA (WWAN and WLAN)	config_option	description	1
TC53 LAN	config_option	description	1
Multi-Operator GSM/HSPA+ / LTE (China)	config_option	description	1
None (Standard)	config_option	description	1
China	config_option	description	1
Integrated Cross-Polarized Linear Antenna	config_option	description	1
ZT5104	config_option	description	1
Shoulder Strap and Belt clip (EMEA & China only)	config_option	description	1
Group A (Australia India Indonesia Korea Malaysia New Zealand Sri Lanka Taiwan)	config_option	description	1
OEM	config_option	description	1
Configuration Center	config_option	description	1
Not Supported	config_option	description	1
34 (FN Numeric)	config_option	description	1
Reader to Tag Frequency	config_position	attribute_label	1
Enterprise Hand Mount, No Soft Good	config_option	description	1
MFi with iOS Certification	config_option	description	1
WiFi�6E (802.11ax) & support:� a/b/g/n/ac/d/h/i/r/k/v/w/mc/ax�(2x2 MIMO)?, NFC antenna in display, BT 5.2	config_option	description	1
NA Only	config_option	description	1
Cross-Sell	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
2-Pin Connector Back I/O connector	config_option	description	1
No Battery (US/EU/EFTA/AU/NZ only)	config_option	description	1
Rotating head	config_option	description	1
NFC	config_position	attribute_label	1
4 GB RAM/32 GB FLASH�	config_option	description	1
Sapphire Glass	config_option	description	1
RoW - 5G (EMEA, APAC, LA)	config_option	description	1
Weight Guard	config_option	description	1
Wi-Fi 6 (802.11ax/Bluetooth 5.3, Japan	config_option	description	1
USB-C 3.0- 8-Pin Rear I/O	config_option	description	1
Thermal Transfer (74/300m Ribbon Sizes)	config_option	description	1
Twilight Black with Midnight Black Trim	config_option	description	1
Android GMS with Mx, or Android AOSP with Mx (select China-only configurations)	config_option	description	1
Battery Swap	config_position	attribute_label	1
865-868	config_option	description	1
4GB/64GB w/SD	config_option	description	1
Wireless charge Battery included	config_option	description	1
Clear Media Side Door & 3-inch Media Supply Spindle	config_option	description	1
Back of Hand, No Top Trigger	config_option	description	1
Back I/O Connector	config_position	attribute_label	1
TC22  - 802.11 Wifi 6 a/b/g/n/d/h/i/k/r/mc/ac/ax, 2 x 2 Mu-MIMO, BT 5.2, NFC	config_option	description	1
Standard Range with Driver License Parsing	config_option	description	1
Digital Scanner	config_option	description	1
Product Friendly Name	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
Internal Antenna + Software	config_position	attribute_label	1
FFC - 5MP_ RFC - 16MP	config_option	description	1
RFID Performance	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
Screen Size	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
USB, USB Host, Ethernet, Serial, 802.11ac, Bluetooth 4 (USA/Canada)	config_option	description	1
ToshibaTec	config_option	description	1
GMS; MDNA Enterprise	config_option	description	1
Group L (Mexico Argentina Brazil Chile Columbia Costa Rica El Salvador Guatemala Honduras Nicaragua Peru Uruguay Venezuela)	config_option	description	1
Extended Battery RFC  FFC	config_option	description	1
European and UK (EU, UK)	config_option	description	1
Bluetooth 5.2	config_option	description	1
Direct Thermal (No Ribbon)/Linered Platen, 1.375" Media core size	config_option	description	1
6-inch	config_option	description	1
Cutter	config_option	description	1
RESERVED - CUSTOM PRODUCT	config_position	attribute_label	1
Kit or no Kit (NA RFID only)	config_position	attribute_label	1
Vibration Motor + MFi	config_option	description	1
DL Parsing	config_option	description	1
Sapphire Glass and Checkpoint EAS	config_option	description	1
Warm Battery Swap	config_option	description	1
Opto-isolated (3,2)	config_option	description	1
Secure	config_option	description	1
UHF Encoder, US & Canada	config_option	description	1
Zebra Mobile	config_option	description	1
ZD421	config_option	description	1
Attribute	config_position	attribute_label	1
Enterprise Hand Mount, Right Hand, Large	config_option	description	1
CELULAR RADIOS	config_position	attribute_label	1
865-868 MHz	config_option	description	1
RS51X?-XXXXXX	config_option	description	1
TAA Compliant + Non Incendive Class 1 Div 2	config_option	description	1
UHF RFID- BT 5.3- & Wi-Fi 6_5G with CBRS	config_option	description	1
Standard Range Drivers License Parsing	config_option	description	1
7 Pin bottom connector	config_option	description	1
USB, USB Host, Ethernet, Serial, 802.11ac, Bluetooth 4, RFID - UHF (All countries except USA, Canada and Japan)	config_option	description	1
High capacity 5200mAH	config_option	description	1
ZD230	config_option	description	1
Wireless 802.11 A/C (ROW)	config_option	description	1
Wireless 802.11 A/C (US)	config_option	description	1
Rest of World (902-928 MHz excluding US)	config_option	description	1
World Wide	config_option	description	1
Linerless Tear with Label Taken Sensor (ZD621D ONLY)	config_option	description	1
Standard Battery Included	config_option	description	1
ROW: APAC_ LATAM_ EMEA	config_option	description	1
Base Printer	config_position	attribute_label	1
Color Touch (Standard)	config_option	description	1
Recognition	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
Basic Battery RFC FFC	config_option	description	1
Keyboard	config_position	attribute_label	1
Part 90	config_option	description	1
AOSP Healthcare White MDNA Enterprise License	config_option	description	1
13 MP Rear Camera, 5MP Front Camera	config_option	description	1
Multi-Operator HSPA+/ LTE/5G (Data Only- Turkey- Indonesia) SIM + eSIM	config_option	description	1
Cost Reduced Model: Remove NFC, Screen Protector	config_option	description	1
EMEA 900MHz	config_option	description	1
Nominal Read Range	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
Multi-Operator HSPA+ / LTE (Americas + Canada) GPS	config_option	description	1
Device Type	config_position	attribute_label	1
Scan Attribute	config_position	attribute_label	1
Certified parcel dimensioning - US only (NTEP certification)	config_option	description	1
Featured Label	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
16 Element with CLAS	config_option	description	1
HC25 Healthcare - 802.11 Wifi 6 a/b/g/n/d/h/i/k/r/mc/ac/ax, 2 x 2 Mu-MIMO, BT 5.2, NFC	config_option	description	1
802.11a/b/g/n/d/h/i/k/r/ac + NFC+ BT 4.x + 2x2 MIMO (WLAN Only)	config_option	description	1
5Port	config_option	description	1
Traditional Chinese, Hanstc.ttf,  24x24 Mkai, English/Latin9, 24x24 VietNamese	config_option	description	1
Scan Technology	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
Rewind	config_option	description	1
No Radio	config_option	description	1
SE4770 Standard Range Imager	config_option	description	1
Qualcomm SD660, 4 GB RAM	config_option	description	1
Worldwide RoHS	config_option	description	1
Carrier	config_position	attribute_label	1
16 Element without CLAS	config_option	description	1
Rest of World WLAN (excluding US, Canada, and Puerto Rico)	config_option	description	1
Non-Plus model with no label sensor	config_option	description	1
Short cable to wrist	config_option	description	1
JAPAN HIGH POWER	config_option	description	1
HC20  - 802.11 Wifi 6 a/b/g/n/d/h/i/k/r/mc/ac/ax, 2 x 2 Mu-MIMO, BT 5.2, NFC	config_option	description	1
China Version	config_option	description	1
Extended Capacity	config_option	description	1
SE58 Extended Range Imager with Green Laser aimer	config_option	description	1
Japan � Registration Station	config_option	description	1
WAN Config	config_position	attribute_label	1
HC50  - 802.11 Wifi 6E  a/b/g/n/d/h/i/k/r/mc/ac/ax, 2 x 2 Mu-MIMO, BT 5.2, NFC	config_option	description	1
White with Green LED Aimer for Electronics Manufacturing	config_option	description	1
Media Sensor	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
Radio	config_position	attribute_label	1
No Radio TAA Only	config_option	description	1
MDNA Enterprise Included	config_option	description	1
RESERVED-LIFECYCLE	config_position	attribute_label	1
North America (Canada, USA, PR) (WWAN / WLAN)	config_option	description	1
Standard 2-Cell	config_option	description	1
Blank	config_position	attribute_label	2
PTT-Restricted	config_option	description	1
Double Sided, No USB, No Top Trigger	config_option	description	1
ZT211	config_option	description	1
SE4710 and Front & Rear Camera Enterprise	config_option	description	1
English Smpl China	config_option	description	1
Rest of World WLAN excluding North America	config_option	description	1
Scan Engine	config_position	attribute_label	1
Product model	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
10" (1024 x 768)	config_option	description	1
Rollout to AEM	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
Group "J" (Japan)	config_option	description	1
Revision	config_position	attribute_label	1
High Density with Drivers License Parsing	config_option	description	1
Cold Storage	config_option	description	1
Accelerometer, Gyro	config_option	description	1
Sales Region	config_position	attribute_label	1
Resistive	config_option	description	1
Corded to WT41N0	config_option	description	1
PoE/PoE+	config_option	description	1
China (CN)	config_option	description	1
US/Canada/PR	config_option	description	1
USB, USB Host, Modular Connectivity Slot, BTLE (Intended for Zebra Printer Setup Utility App)	config_option	description	1
Extended Battery RFC No FFC	config_option	description	1
Wireless charging compatible wireless Battery sold separately. Standard Battery Included	config_option	description	1
No Color Camera	config_option	description	1
256MB/1GB	config_option	description	1
EU 800MHz	config_option	description	1
Ships with USB Cable Adapter	config_option	description	1
Vibrate Motor and MFi with iOS Certification	config_option	description	1
4GB RAM /32GB Flash	config_option	description	1
4GB RAM/64GB FLASH	config_option	description	1
Secure Element	config_position	attribute_label	1
STANDARD	config_option	description	1
Reserved	config_position	attribute_label	2
Plus (with Sensors)	config_option	description	1
Basic Battery RFC No FFC	config_option	description	1
Russia	config_option	description	1
Numeric Calculator	config_option	description	1
Thermal Transfer Standard Ribbon	config_option	description	1
Direct Thermal (No Ribbon)/Linerless Platen, 1.375" Media core size	config_option	description	1
OS	config_position	attribute_label	1
European Economic Area	config_option	description	1
Character Set	config_position	attribute_label	1
Display	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
2 GB RAM / 16GB Flash	config_option	description	1
Israel	config_option	description	1
802.11a/b/g/n/d/h/i/k/r/ac/w + BT 5.x + NFC	config_option	description	1
Prem Model Warm Battery Swap, no Wireless Power Charging	config_option	description	1
Japan Only	config_option	description	1
port_RFID	config_position	attribute_label	1
0oC Operation	config_option	description	1
Direct Thermal/Linerless Platen, 0.75 Media core size	config_option	description	1
Plus model with Media Width Sensor	config_option	description	1
1 x USB-C	config_option	description	1
Japan - Registration Station	config_option	description	1
Single Sided	config_option	description	1
USB, USB Host, Modular Connectivity Slot, 802.11ac, Bluetooth 4 (Japan)	config_option	description	1
BLE Enabled Battery	config_option	description	1
On Metal	config_option	description	1
INTEGRATED ANTENNA	config_position	attribute_label	1
Straight Shooter (Brick)	config_option	description	1
Product Gallery	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
900Mhz RFID for US and Canada or US Only non-RFID	config_option	description	1
North America, US, Canada, Puerto Rico	config_option	description	1
Reader Only	config_option	description	1
India Only	config_option	description	1
SE4710 Standard Range with LED aimer	config_option	description	1
Communication	config_position	attribute_label	1
SE4770 + 16MP Rear Facing Camera + 8MP Front Facing Camera	config_option	description	1
Standard (-30 - +50 C, Non-Condensing Environments)	config_option	description	1
4GB/16GB + Sensors	config_option	description	1
Standard HC Battery w/BLE Hot Swap Included	config_option	description	1
Wall mount Antenna Assembly	config_option	description	1
Ultra-Rugged	config_option	description	1
Legacy POE	config_option	description	1
Red/Amber LED Aimer	config_option	description	1
600  (24 dot/mm)	config_option	description	1
Battery only	config_option	description	1
Extended capacity 7000mAh	config_option	description	1
WAN	config_position	attribute_label	1
Only used with Device Tracker bundled configurations	config_option	description	1
900MHz Bands, excluding US, Canada, Puerto Rico	config_option	description	1
SE4750 SR+ Front/Rear Camera	config_option	description	1
Non-certified parcel dimensioning	config_option	description	1
Temperature Rating	config_position	attribute_label	1
Wi-Fi 802.11a/b/g/n/d/h/i/k/r/v/ac + BT 5.x  (no WAN)	config_option	description	1
Group E (EU/EFTA/RU/IL/EG/TR/UA/KZ/ZA)	config_option	description	1
USB_ USB Host_ Ethernet. all-wired-only connectivity	config_option	description	1
HSUPA + CDMA EVDO RevA	config_option	description	1
No Manual Trigger, Top Trigger	config_option	description	1
ZT421	config_option	description	1
4600	config_option	description	1
Generation	config_position	attribute_label	1
Color Camera; Sensormatic EAS	config_option	description	1
US, Canada, Puerto Rico	config_option	description	1
Direct Connect Cable	config_position	attribute_label	1
Wi-Fi 6 (802.11ax/Bluetooth 5.3, ROW (Rest of World)	config_option	description	1
SE4770 + 13MP Rear Facing Camera + 5MP Front Facing Camera	config_option	description	1
8 Inch WXGA Display	config_option	description	1
Lanyard	config_option	description	1
Android with Mx	config_option	description	1
3300 Series	config_option	description	1
OS and Plastics	config_position	attribute_label	1
European Economic Union	config_option	description	1
2.2ghz	config_option	description	1
Standard Memory (64MB SDRAM)	config_option	description	1
India Version	config_option	description	1
Worldwide	config_option	description	1
UHF Encoder, ROW (Rest of World)	config_option	description	1
Canada/Mexico	config_option	description	1
Horizontal Glass	config_position	attribute_label	1
India and Korea	config_option	description	1
QWERTY	config_option	description	1
Premium Rugged label printer	config_option	description	1
Clear Bi-fold Media Side Door & 3-inch Media Supply Spindle	config_option	description	1
Extended Battery & Shoulder Strap (EMEA only)	config_option	description	1
Performance	config_position	attribute_label	1
RFID ROW	config_option	description	1
EMEA 800MHz	config_option	description	1
WWAN ROW (Includes CN)	config_option	description	1
Circular Polarized Antenna	config_option	description	1
Category/Subcategory	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
BUILT-IN OUTPUT DEVICES	config_position	attribute_label	1
No. Antenna	config_position	attribute_label	1
Bluetooth 4.x	config_option	description	1
Option	config_position	attribute_label	1
Indonesia (Reqd for WAN Only)	config_option	description	1
Plus model with no label sensor	config_option	description	1
2 Ports	config_option	description	1
Mobile Dimensioning	config_position	attribute_label	1
Tunisia	config_option	description	1
Control Panel	config_position	attribute_label	1
North America ONLY	config_option	description	1
Andriod GMS with eSIM Support	config_option	description	1
AC	config_option	description	1
Enterprise Hand Mount, Right Hand, Medium	config_option	description	1
Base (No Sensors/No Camera)	config_option	description	1
User Interface	config_position	attribute_label	1
Group B (Hong Kong Philippines Singapore Thailand Vietnam)	config_option	description	1
Linux	config_option	description	1
LTE/HSPA+UMTS/GSM, DSDS, Carrier Aggregation   SD660	config_option	description	1
Antenna Ports	config_position	attribute_label	1
Extended Capacity 7000mAh, with Integrated Secondary BLE Beacon	config_option	description	1
Thumbnail Image	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
Plus model with label sensor	config_option	description	1
Thin Wrist Mount	config_option	description	1
Custom	config_position	attribute_label	2
Multi-Operator GSM/HSPA+ / LTE (China) GPS	config_option	description	1
China/Japan	config_option	description	1
Standard/Custom	config_position	attribute_label	1
802.11 a/b/g/n/ac/d/h/i/r/k/v/w/mc + NFC + BT 5.x + 2x2 MU-MIMO (WLAN Only)	config_option	description	1
Direct Thermal (No Ribbon)/Linerless Platen, 0.75" Media core size	config_option	description	1
Group "E" (EU/EFTA,Bahrain/Belarus/Croatia/Egypt/Israel/Jordan/Kazakhstan/Kuwait/Lebanon/Morocco/Oman/Qatar/Russia/Saudi Arabia/S.Africa/Serbia/ Turkey/UAE/Ukraine/Yemen)	config_option	description	1
SE4750SR + 5MP front/13MP Rear Cam Non-ARCore SD660	config_option	description	1
Multi-Operator, GSM/HSPA+ / LTE, (China)	config_option	description	1
English, Traditional Chinese (NotoMono scal, 16x16), Thai (Angsana scal), & Vietnamese (SourceCodePro scal, 16x16 Utah)	config_option	description	1
Direct Thermal (No Ribbon)	config_option	description	1
38 Key Function Numeric	config_option	description	1
ZD510-HC Wristband Cartridge Printer	config_option	description	1
SIM Slot	config_position	attribute_label	1
Prem Battery, Warm Battery Swap	config_option	description	1
Enterprise Hand Mount, Left Hand, Large	config_option	description	1
No Camera	config_option	description	1
Rev 1A	config_option	description	1
OS Language & Custom	config_position	attribute_label	1
None (LAN only)	config_option	description	1
TAA Compliant	config_option	description	1
Encoding	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
SE4770 Standard Range Imager with Red Laser aimer	config_option	description	1
4GB/32GB + Sensors	config_option	description	1
Gain	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
Standard with 256M/512M	config_option	description	1
